Best parameters set found on development set:
0.72284 (+/-0.005) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 65, 'p': 2, 'weights': 'uniform'}
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 63, 'p': 2, 'weights': 'uniform'} probability 0.140
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72267 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'} probability 0.052
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.196
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72214 (+/-0.004) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 61, 'p': 2, 'weights': 'uniform'} probability 0.194
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.012
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.011
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72190 (+/-0.009) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 57, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.009
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72183 (+/-0.006) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 67, 'p': 2, 'weights': 'uniform'} probability 0.006
0.72168 (+/-0.007) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 35, 'p': 1, 'weights': 'uniform'} probability 0.000
0.72168 (+/-0.007) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 35, 'p': 1, 'weights': 'uniform'} probability 0.000
0.72168 (+/-0.007) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 35, 'p': 1, 'weights': 'uniform'} probability 0.000
0.72168 (+/-0.007) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 35, 'p': 1, 'weights': 'uniform'} probability 0.000
